,cos_sim_accuracy@1,cos_sim_accuracy@3,cos_sim_accuracy@5,cos_sim_accuracy@10,cos_sim_precision@1,cos_sim_precision@3,cos_sim_precision@5,cos_sim_precision@10,cos_sim_recall@1,cos_sim_recall@3,cos_sim_recall@5,cos_sim_recall@10,cos_sim_ndcg@10,cos_sim_mrr@10,cos_sim_map@100
0,0.2585669781931464,0.3894080996884735,0.46105919003115264,0.5669781931464174,0.2585669781931464,0.12980269989615784,0.09221183800623053,0.05669781931464174,0.2585669781931464,0.3894080996884735,0.46105919003115264,0.5669781931464174,0.3992084993340924,0.34737922167828716,0.3605877055880003
