,cos_sim_accuracy@1,cos_sim_accuracy@3,cos_sim_accuracy@5,cos_sim_accuracy@10,cos_sim_precision@1,cos_sim_precision@3,cos_sim_precision@5,cos_sim_precision@10,cos_sim_recall@1,cos_sim_recall@3,cos_sim_recall@5,cos_sim_recall@10,cos_sim_ndcg@10,cos_sim_mrr@10,cos_sim_map@100
0,0.6915887850467289,0.822429906542056,0.8753894080996885,0.940809968847352,0.6915887850467289,0.27414330218068533,0.17507788161993768,0.09408099688473519,0.6915887850467289,0.822429906542056,0.8753894080996885,0.940809968847352,0.8122255959915995,0.77150398061613,0.7746960822532043
