,cos_sim_accuracy@1,cos_sim_accuracy@3,cos_sim_accuracy@5,cos_sim_accuracy@10,cos_sim_precision@1,cos_sim_precision@3,cos_sim_precision@5,cos_sim_precision@10,cos_sim_recall@1,cos_sim_recall@3,cos_sim_recall@5,cos_sim_recall@10,cos_sim_ndcg@10,cos_sim_mrr@10,cos_sim_map@100
0,0.7133956386292835,0.822429906542056,0.8722741433021807,0.9314641744548287,0.7133956386292835,0.27414330218068533,0.17445482866043613,0.09314641744548287,0.7133956386292835,0.822429906542056,0.8722741433021807,0.9314641744548287,0.8178466555018662,0.7821255501162041,0.7855281083755737
